RFfreq	RFpower	real(S(1,2))[0, ::]
1.00000000000000000E9	1.60000000000000009E1	0.00000000000000000E0
1.00000000000000000E9	1.69999999999999996E1	0.00000000000000000E0
1.00000000000000000E9	1.80000000000000004E1	0.00000000000000000E0
1.00000000000000000E9	1.89999999999999991E1	0.00000000000000000E0
1.00000000000000000E9	2.00000000000000000E1	0.00000000000000000E0
1.00000000000000000E9	2.10000000000000009E1	0.00000000000000000E0
1.00000000000000000E9	2.20000000000000018E1	0.00000000000000000E0
1.00000000000000000E9	2.29999999999999982E1	0.00000000000000000E0
1.00000000000000000E9	2.39999999999999991E1	0.00000000000000000E0
1.00000000000000000E9	2.50000000000000000E1	0.00000000000000000E0
1.00000000000000000E9	2.60000000000000009E1	0.00000000000000000E0
1.00000000000000000E9	2.70000000000000018E1	0.00000000000000000E0
1.00000000000000000E9	2.79999999999999982E1	0.00000000000000000E0
1.00000000000000000E9	2.89999999999999991E1	0.00000000000000000E0
1.00000000000000000E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[1, ::]
1.10000000000000009E9	-2.00000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	-1.89999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	-1.80000000000000004E1	0.00000000000000000E0
1.10000000000000009E9	-1.69999999999999996E1	0.00000000000000000E0
1.10000000000000009E9	-1.60000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	-1.50000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	-1.39999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	-1.30000000000000004E1	0.00000000000000000E0
1.10000000000000009E9	-1.19999999999999996E1	0.00000000000000000E0
1.10000000000000009E9	-1.10000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	-1.00000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	-9.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-8.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-7.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-6.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-5.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-4.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-3.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-2.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	-1.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	0.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	1.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	2.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	3.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	4.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	5.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	6.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	7.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	8.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	9.00000000000000000E0	0.00000000000000000E0
1.10000000000000009E9	1.00000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	1.10000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	1.19999999999999996E1	0.00000000000000000E0
1.10000000000000009E9	1.30000000000000004E1	0.00000000000000000E0
1.10000000000000009E9	1.39999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	1.50000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	1.60000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	1.69999999999999996E1	0.00000000000000000E0
1.10000000000000009E9	1.80000000000000004E1	0.00000000000000000E0
1.10000000000000009E9	1.89999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	2.00000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	2.10000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	2.20000000000000018E1	0.00000000000000000E0
1.10000000000000009E9	2.29999999999999982E1	0.00000000000000000E0
1.10000000000000009E9	2.39999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	2.50000000000000000E1	0.00000000000000000E0
1.10000000000000009E9	2.60000000000000009E1	0.00000000000000000E0
1.10000000000000009E9	2.70000000000000018E1	0.00000000000000000E0
1.10000000000000009E9	2.79999999999999982E1	0.00000000000000000E0
1.10000000000000009E9	2.89999999999999991E1	0.00000000000000000E0
1.10000000000000009E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[2, ::]
1.19999999999999996E9	-2.00000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	-1.89999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	-1.80000000000000004E1	0.00000000000000000E0
1.19999999999999996E9	-1.69999999999999996E1	0.00000000000000000E0
1.19999999999999996E9	-1.60000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	-1.50000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	-1.39999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	-1.30000000000000004E1	0.00000000000000000E0
1.19999999999999996E9	-1.19999999999999996E1	0.00000000000000000E0
1.19999999999999996E9	-1.10000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	-1.00000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	-9.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-8.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-7.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-6.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-5.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-4.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-3.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-2.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	-1.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	0.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	1.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	2.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	3.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	4.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	5.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	6.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	7.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	8.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	9.00000000000000000E0	0.00000000000000000E0
1.19999999999999996E9	1.00000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	1.10000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	1.19999999999999996E1	0.00000000000000000E0
1.19999999999999996E9	1.30000000000000004E1	0.00000000000000000E0
1.19999999999999996E9	1.39999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	1.50000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	1.60000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	1.69999999999999996E1	0.00000000000000000E0
1.19999999999999996E9	1.80000000000000004E1	0.00000000000000000E0
1.19999999999999996E9	1.89999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	2.00000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	2.10000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	2.20000000000000018E1	0.00000000000000000E0
1.19999999999999996E9	2.29999999999999982E1	0.00000000000000000E0
1.19999999999999996E9	2.39999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	2.50000000000000000E1	0.00000000000000000E0
1.19999999999999996E9	2.60000000000000009E1	0.00000000000000000E0
1.19999999999999996E9	2.70000000000000018E1	0.00000000000000000E0
1.19999999999999996E9	2.79999999999999982E1	0.00000000000000000E0
1.19999999999999996E9	2.89999999999999991E1	0.00000000000000000E0
1.19999999999999996E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[3, ::]
1.30000000000000004E9	-2.00000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	-1.89999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	-1.80000000000000004E1	0.00000000000000000E0
1.30000000000000004E9	-1.69999999999999996E1	0.00000000000000000E0
1.30000000000000004E9	-1.60000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	-1.50000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	-1.39999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	-1.30000000000000004E1	0.00000000000000000E0
1.30000000000000004E9	-1.19999999999999996E1	0.00000000000000000E0
1.30000000000000004E9	-1.10000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	-1.00000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	-9.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-8.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-7.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-6.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-5.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-4.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-3.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-2.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	-1.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	0.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	1.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	2.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	3.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	4.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	5.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	6.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	7.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	8.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	9.00000000000000000E0	0.00000000000000000E0
1.30000000000000004E9	1.00000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	1.10000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	1.19999999999999996E1	0.00000000000000000E0
1.30000000000000004E9	1.30000000000000004E1	0.00000000000000000E0
1.30000000000000004E9	1.39999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	1.50000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	1.60000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	1.69999999999999996E1	0.00000000000000000E0
1.30000000000000004E9	1.80000000000000004E1	0.00000000000000000E0
1.30000000000000004E9	1.89999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	2.00000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	2.10000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	2.20000000000000018E1	0.00000000000000000E0
1.30000000000000004E9	2.29999999999999982E1	0.00000000000000000E0
1.30000000000000004E9	2.39999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	2.50000000000000000E1	0.00000000000000000E0
1.30000000000000004E9	2.60000000000000009E1	0.00000000000000000E0
1.30000000000000004E9	2.70000000000000018E1	0.00000000000000000E0
1.30000000000000004E9	2.79999999999999982E1	0.00000000000000000E0
1.30000000000000004E9	2.89999999999999991E1	0.00000000000000000E0
1.30000000000000004E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[4, ::]
1.39999999999999991E9	-2.00000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	-1.89999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	-1.80000000000000004E1	0.00000000000000000E0
1.39999999999999991E9	-1.69999999999999996E1	0.00000000000000000E0
1.39999999999999991E9	-1.60000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	-1.50000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	-1.39999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	-1.30000000000000004E1	0.00000000000000000E0
1.39999999999999991E9	-1.19999999999999996E1	0.00000000000000000E0
1.39999999999999991E9	-1.10000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	-1.00000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	-9.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-8.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-7.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-6.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-5.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-4.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-3.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-2.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	-1.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	0.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	1.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	2.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	3.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	4.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	5.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	6.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	7.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	8.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	9.00000000000000000E0	0.00000000000000000E0
1.39999999999999991E9	1.00000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	1.10000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	1.19999999999999996E1	0.00000000000000000E0
1.39999999999999991E9	1.30000000000000004E1	0.00000000000000000E0
1.39999999999999991E9	1.39999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	1.50000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	1.60000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	1.69999999999999996E1	0.00000000000000000E0
1.39999999999999991E9	1.80000000000000004E1	0.00000000000000000E0
1.39999999999999991E9	1.89999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	2.00000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	2.10000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	2.20000000000000018E1	0.00000000000000000E0
1.39999999999999991E9	2.29999999999999982E1	0.00000000000000000E0
1.39999999999999991E9	2.39999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	2.50000000000000000E1	0.00000000000000000E0
1.39999999999999991E9	2.60000000000000009E1	0.00000000000000000E0
1.39999999999999991E9	2.70000000000000018E1	0.00000000000000000E0
1.39999999999999991E9	2.79999999999999982E1	0.00000000000000000E0
1.39999999999999991E9	2.89999999999999991E1	0.00000000000000000E0
1.39999999999999991E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[5, ::]
1.50000000000000000E9	-2.00000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	-1.89999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	-1.80000000000000004E1	0.00000000000000000E0
1.50000000000000000E9	-1.69999999999999996E1	0.00000000000000000E0
1.50000000000000000E9	-1.60000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	-1.50000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	-1.39999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	-1.30000000000000004E1	0.00000000000000000E0
1.50000000000000000E9	-1.19999999999999996E1	0.00000000000000000E0
1.50000000000000000E9	-1.10000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	-1.00000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	-9.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-8.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-7.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-6.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-5.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-4.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-3.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-2.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	-1.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	0.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	1.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	2.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	3.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	4.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	5.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	6.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	7.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	8.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	9.00000000000000000E0	0.00000000000000000E0
1.50000000000000000E9	1.00000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	1.10000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	1.19999999999999996E1	0.00000000000000000E0
1.50000000000000000E9	1.30000000000000004E1	0.00000000000000000E0
1.50000000000000000E9	1.39999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	1.50000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	1.60000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	1.69999999999999996E1	0.00000000000000000E0
1.50000000000000000E9	1.80000000000000004E1	0.00000000000000000E0
1.50000000000000000E9	1.89999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	2.00000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	2.10000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	2.20000000000000018E1	0.00000000000000000E0
1.50000000000000000E9	2.29999999999999982E1	0.00000000000000000E0
1.50000000000000000E9	2.39999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	2.50000000000000000E1	0.00000000000000000E0
1.50000000000000000E9	2.60000000000000009E1	0.00000000000000000E0
1.50000000000000000E9	2.70000000000000018E1	0.00000000000000000E0
1.50000000000000000E9	2.79999999999999982E1	0.00000000000000000E0
1.50000000000000000E9	2.89999999999999991E1	0.00000000000000000E0
1.50000000000000000E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[6, ::]
1.60000000000000009E9	-2.00000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	-1.89999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	-1.80000000000000004E1	0.00000000000000000E0
1.60000000000000009E9	-1.69999999999999996E1	0.00000000000000000E0
1.60000000000000009E9	-1.60000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	-1.50000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	-1.39999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	-1.30000000000000004E1	0.00000000000000000E0
1.60000000000000009E9	-1.19999999999999996E1	0.00000000000000000E0
1.60000000000000009E9	-1.10000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	-1.00000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	-9.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-8.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-7.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-6.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-5.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-4.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-3.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-2.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	-1.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	0.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	1.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	2.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	3.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	4.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	5.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	6.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	7.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	8.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	9.00000000000000000E0	0.00000000000000000E0
1.60000000000000009E9	1.00000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	1.10000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	1.19999999999999996E1	0.00000000000000000E0
1.60000000000000009E9	1.30000000000000004E1	0.00000000000000000E0
1.60000000000000009E9	1.39999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	1.50000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	1.60000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	1.69999999999999996E1	0.00000000000000000E0
1.60000000000000009E9	1.80000000000000004E1	0.00000000000000000E0
1.60000000000000009E9	1.89999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	2.00000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	2.10000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	2.20000000000000018E1	0.00000000000000000E0
1.60000000000000009E9	2.29999999999999982E1	0.00000000000000000E0
1.60000000000000009E9	2.39999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	2.50000000000000000E1	0.00000000000000000E0
1.60000000000000009E9	2.60000000000000009E1	0.00000000000000000E0
1.60000000000000009E9	2.70000000000000018E1	0.00000000000000000E0
1.60000000000000009E9	2.79999999999999982E1	0.00000000000000000E0
1.60000000000000009E9	2.89999999999999991E1	0.00000000000000000E0
1.60000000000000009E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[7, ::]
1.69999999999999996E9	-2.00000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	-1.89999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	-1.80000000000000004E1	0.00000000000000000E0
1.69999999999999996E9	-1.69999999999999996E1	0.00000000000000000E0
1.69999999999999996E9	-1.60000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	-1.50000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	-1.39999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	-1.30000000000000004E1	0.00000000000000000E0
1.69999999999999996E9	-1.19999999999999996E1	0.00000000000000000E0
1.69999999999999996E9	-1.10000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	-1.00000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	-9.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-8.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-7.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-6.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-5.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-4.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-3.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-2.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	-1.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	0.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	1.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	2.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	3.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	4.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	5.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	6.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	7.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	8.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	9.00000000000000000E0	0.00000000000000000E0
1.69999999999999996E9	1.00000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	1.10000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	1.19999999999999996E1	0.00000000000000000E0
1.69999999999999996E9	1.30000000000000004E1	0.00000000000000000E0
1.69999999999999996E9	1.39999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	1.50000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	1.60000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	1.69999999999999996E1	0.00000000000000000E0
1.69999999999999996E9	1.80000000000000004E1	0.00000000000000000E0
1.69999999999999996E9	1.89999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	2.00000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	2.10000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	2.20000000000000018E1	0.00000000000000000E0
1.69999999999999996E9	2.29999999999999982E1	0.00000000000000000E0
1.69999999999999996E9	2.39999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	2.50000000000000000E1	0.00000000000000000E0
1.69999999999999996E9	2.60000000000000009E1	0.00000000000000000E0
1.69999999999999996E9	2.70000000000000018E1	0.00000000000000000E0
1.69999999999999996E9	2.79999999999999982E1	0.00000000000000000E0
1.69999999999999996E9	2.89999999999999991E1	0.00000000000000000E0
1.69999999999999996E9	3.00000000000000000E1	0.00000000000000000E0

RFfreq	RFpower	real(S(1,2))[8, ::]
1.80000000000000004E9	-2.00000000000000000E1	0.00000000000000000E0
1.80000000000000004E9	-1.89999999999999991E1	0.00000000000000000E0
1.80000000000000004E9	-1.80000000000000004E1	0.00000000000000000E0
